id,listing_url,name,bedrooms,beds,bathrooms,accommodates,price,room_type,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_id,host_name,host_since,current_host_listings,total_host_listings_count,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
46008226,https://www.airbnb.com/rooms/46008226,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,151,Entire home/apt,4.95,4.97,4.99,4.99,4.99,4.93,4.95,8201847,Decio,8/16/2013,1,2,1,153,9/10/2023,6.58,2,159,73
46049132,https://www.airbnb.com/rooms/46049132,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,72,Entire home/apt,4.95,4.87,4.97,4.97,5,4.95,4.95,10720191,Graham,8/21/2016,1,2,2,38,8/6/2023,1.61,2,351,14
46260287,https://www.airbnb.com/rooms/46260287,Home in Asheville , 1 bedroom , 1 beds , 1 bath,3,111,Entire home/apt,4.95,4.98,4.96,4.99,4.99,4.93,4.95,2977896,Andrew,7/18/2012,1,2,2,125,9/10/2023,6.63,1,52,86
46865926,https://www.airbnb.com/rooms/46865926,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,79,Entire home/apt,4.95,5,5,5,5,4.9,4.95,378581352,Lakeside,12/7/2020,1,2,2,20,9/10/2023,3.31,1,333,20
47023950,https://www.airbnb.com/rooms/47023950,Home in Asheville , 1 bedroom , 1 beds , 1.5 shared baths,2,58,Private room,4.83,4.99,5,4.98,4.97,5,4.83,26855367,Sean,1/28/2015,1,2,1,233,9/10/2023,3.61,6,304,42
47872540,https://www.airbnb.com/rooms/47872540,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,4,81,Entire home/apt,4.96,5,5,5,5,5,4.96,42432803,Jon,8/24/2015,1,2,2,285,9/10/2023,4.4,1,177,46
47927179,https://www.airbnb.com/rooms/47927179,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,155,Entire home/apt,4.96,4.98,4.83,5,4.99,4.93,4.96,72681031,Kelly,5/18/2016,1,2,1,112,10/23/2022,1.89,1,55,2
48971919,https://www.airbnb.com/rooms/48971919,Condo in Asheville , 1 bedroom , 2 beds , 1 bath,4,246,Entire home/apt,4.96,4.91,5,5,4.91,5,4.96,394967943,Kelli,3/31/2021,1,2,3,23,9/10/2023,1.76,1,6,21
49231039,https://www.airbnb.com/rooms/49231039,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,2,110,Entire home/apt,4.97,4.98,4.96,4.97,4.98,4.98,4.97,26502590,Rebecca,1/21/2015,1,2,2,193,5/30/2023,2.13,1,0,11
49589050,https://www.airbnb.com/rooms/49589050,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,225,Entire home/apt,4.97,4.99,5,5,4.98,4.93,4.97,248689040,Angie,3/13/2019,1,2,2,123,8/6/2023,1.99,1,143,17
49629268,https://www.airbnb.com/rooms/49629268,Guest suite in Arden , 1 bedroom , 2 beds , 1 bath,2,67,Entire home/apt,4.97,4.99,4.99,5,4.98,4.99,4.97,400298567,Ann Marie,5/6/2021,1,2,2,160,9/10/2023,2.56,1,10,31
49687904,https://www.airbnb.com/rooms/49687904,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,4,142,Entire home/apt,4.97,4.99,5,5,5,4.92,4.97,126755200,Paige,4/20/2017,1,2,1,243,8/27/2023,4.4,1,145,39
49790599,https://www.airbnb.com/rooms/49790599,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,4,80,Entire home/apt,4.97,5,4.98,5,5,4.98,4.97,2598424,Emily,6/10/2012,1,2,1,318,9/8/2023,12.09,1,216,137
50444628,https://www.airbnb.com/rooms/50444628,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,157,Entire home/apt,4.97,4.97,4.97,5,5,4.94,4.97,9618083,Katherine,10/24/2013,1,2,2,32,7/23/2023,2.19,1,28,22
50792460,https://www.airbnb.com/rooms/50792460,Guest suite in Fletcher , 1 bedroom , 1 beds , 1 bath,2,65,Private room,4.98,4.99,4.99,4.99,4.99,4.91,4.98,326872002,Vernon,1/12/2020,1,2,2,384,8/28/2023,5.89,1,35,68
50803225,https://www.airbnb.com/rooms/50803225,Guest suite in Arden , 1 bedroom , 1 beds , 1 bath,2,70,Entire home/apt,4.98,5,5,5,5,4.98,4.98,403441498,Elizabeth,5/25/2021,1,2,2,326,9/10/2023,4.89,1,6,52
51534720,https://www.airbnb.com/rooms/51534720,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,3,103,Entire home/apt,4.98,4.92,4.92,5,4.88,4.79,4.98,4854093,Jillian,1/26/2013,1,2,2,48,9/10/2023,2.91,2,283,29
52101450,https://www.airbnb.com/rooms/52101450,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,91,Entire home/apt,4.99,4.99,5,4.98,4.99,4.96,4.99,1567917,Georgeanna,1/4/2012,1,2,2,84,9/4/2023,5.41,1,51,55
52970163,https://www.airbnb.com/rooms/52970163,Place to stay in Asheville , 1 bedroom , 2 beds , 1 bath,4,126,Entire home/apt,5,4.86,4.71,5,5,5,5,395924591,Ashley,4/7/2021,1,2,29,7,3/11/2022,0.13,1,365,0
53557248,https://www.airbnb.com/rooms/53557248,Home in Asheville , 1 bedroom , 1 beds , 1 shared bath,2,50,Private room,4.85,4.93,4.9,4.96,4.96,4.84,4.85,5025894,Afua,2/9/2013,1,2,2,161,9/5/2023,3.19,1,311,39
53816978,https://www.airbnb.com/rooms/53816978,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,160,Entire home/apt,5,5,5,5,5,5,5,73766583,Carrin,5/24/2016,1,2,3,2,8/1/2023,0.9,1,154,2
53982481,https://www.airbnb.com/rooms/53982481,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,75,Entire home/apt,5,5,4.75,5,5,5,5,17736312,Melissa & Ron,7/6/2014,1,2,28,4,8/5/2023,0.71,1,157,4
54213514,https://www.airbnb.com/rooms/54213514,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,3,91,Entire home/apt,5,5,5,5,5,5,5,36521767,Stacy,6/23/2015,1,2,2,1,4/3/2022,0.06,7,34,0
5.51E+17,https://www.airbnb.com/rooms/551264073523811543,Place to stay in Asheville , 1 bedroom , 3 beds , 1 bath,4,220,Entire home/apt,5,5,5,5,5,5,5,27754848,Gabriel,2/14/2015,1,2,3,2,8/31/2022,0.09,4,319,0
5.67E+17,https://www.airbnb.com/rooms/567235228834537605,Home in Asheville , 1 bedroom , 2 beds , 1 bath,4,130,Entire home/apt,5,5,5,5,5,4.5,5,69379234,Meg,4/28/2016,1,2,30,2,7/18/2022,0.1,1,358,0
5.88E+17,https://www.airbnb.com/rooms/587875188664208473,Home in Arden , 1 bedroom , 1 beds , 1 shared bath,1,65,Private room,4.85,4.95,4.78,4.96,4.96,4.96,4.85,115676434,James,2/9/2017,1,2,1,114,8/27/2023,2.2,19,175,16
6.07E+17,https://www.airbnb.com/rooms/606842610599768087,Home in Arden , 1 bedroom , 1 beds , 1 bath,2,47,Private room,5,5,5,5,5,5,5,443175247,Natalie,2/1/2022,1,2,2,2,11/27/2022,0.13,1,365,1
6.27E+17,https://www.airbnb.com/rooms/626718578774555759,Condo in Asheville , 1 bedroom , 1 beds , 1 bath,2,116,Entire home/apt,5,5,5,5,5,5,5,57546902,Ali,2/5/2016,1,2,2,2,9/4/2023,1.58,1,58,2
6.33E+17,https://www.airbnb.com/rooms/633304765935784338,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,141,Entire home/apt,5,5,5,5,5,4.91,5,154482011,Taylor,10/13/2017,1,2,2,11,9/5/2023,0.83,3,0,9
6.81E+17,https://www.airbnb.com/rooms/681184382011042162,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,999,Entire home/apt,5,5,4.93,4.93,4.93,5,5,462237430,Aloft Asheville Downtown,6/2/2022,1,2,2,14,9/4/2023,1.74,43,316,14
6.83E+17,https://www.airbnb.com/rooms/683253387866026760,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,110,Entire home/apt,5,5,4.98,5,5,4.9,5,16110671,Jane,5/28/2014,1,2,2,48,9/9/2023,5.95,1,123,48
6.86E+17,https://www.airbnb.com/rooms/686055814693911306,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,99,Entire home/apt,5,5,4.83,5,5,4.83,5,27378532,Cecil,2/7/2015,1,2,2,6,9/4/2023,1.14,2,342,6
6.94E+17,https://www.airbnb.com/rooms/693535146849398838,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,4,153,Entire home/apt,5,5,5,5,5,5,5,139853785,Gene,7/11/2017,1,2,3,2,6/4/2023,0.35,1,311,2
7.36E+17,https://www.airbnb.com/rooms/736491756646141485,Home in Asheville , 1 bedroom , 2 beds , 1 bath,4,110,Private room,5,5,5,5,5,5,5,9128024,Erika,9/29/2013,1,2,1,3,6/4/2023,0.69,3,96,3
7.39E+17,https://www.airbnb.com/rooms/739393600614528652,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,115,Private room,5,4.75,5,5,4.75,4.75,5,483906467,Patricia,10/17/2022,1,2,2,4,9/4/2023,3.33,1,356,4
7.44E+17,https://www.airbnb.com/rooms/744259425182838834,Home in Asheville , 1 bedroom , 2 beds , 1 bath,4,120,Entire home/apt,5,5,5,5,5,5,5,406341593,Martine,6/10/2021,1,2,30,1,7/18/2023,0.52,1,347,1
8.25E+17,https://www.airbnb.com/rooms/824582948839792664,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,100,Private room,5,5,5,5,5,5,5,20328231,Gloria,8/20/2014,1,2,2,2,9/3/2023,2,1,161,2
8.26E+17,https://www.airbnb.com/rooms/826051335525144259,Home in Asheville , 1 bedroom , 1 beds , 1.5 baths,1,40,Private room,4.84,4.94,4.98,4.99,4.97,4.95,4.84,15717851,Robin,5/19/2014,1,2,1,193,9/10/2023,5.42,1,0,51
8.27E+17,https://www.airbnb.com/rooms/827415644569762331,Home in Asheville , 1 bedroom , 1 beds , 2 baths,2,138,Entire home/apt,4.82,4.93,4.86,4.97,4.94,4.91,4.82,20808940,Sommerville,9/1/2014,1,2,2,119,8/20/2023,1.36,1,303,28
8.43E+17,https://www.airbnb.com/rooms/842651523753576308,Home in Asheville , 1 bedroom , 2 beds , 1 bath,4,160,Entire home/apt,,,,,,,,25028735,Keely,12/20/2014,1,2,30,0,,,2,365,0
8.54E+17,https://www.airbnb.com/rooms/853531231228833355,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,4,130,Entire home/apt,,,,,,,,214807534,Chase,9/11/2018,1,2,1,0,,,8,0,0
8.57E+17,https://www.airbnb.com/rooms/856678083000821060,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,3,71,Entire home/apt,,,,,,,,20072395,Mara & Ed,8/15/2014,1,2,1,0,,,8,0,0
8.58E+17,https://www.airbnb.com/rooms/857918213730778256,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,84,Private room,,,,,,,,14548170,Tamara,4/21/2014,1,2,1,0,,,8,0,0
8.64E+17,https://www.airbnb.com/rooms/863654247733503847,Rental unit in Arden , 1 bedroom , 1 beds , 1 bath,2,69,Entire home/apt,,,,,,,,197382876,Elizabeth,6/22/2018,1,2,30,0,,,1,0,0
8.67E+17,https://www.airbnb.com/rooms/866570797047292576,Home in Asheville , 1 bedroom , 1 beds , 1.5 baths,2,120,Entire home/apt,4.84,4.97,5,4.97,5,4.97,4.84,509402394,Joan,4/10/2023,1,2,3,102,9/10/2023,3.13,8,159,35
8.67E+17,https://www.airbnb.com/rooms/866871068940518500,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,53,Entire home/apt,,,,,,,,91187686,Laura,8/21/2016,1,2,30,0,,,2,0,0
8.69E+17,https://www.airbnb.com/rooms/869384351246628871,Home in Asheville , 1 bedroom , 2 beds , 1 bath,3,170,Entire home/apt,,,,,,,,37434980,Maria,7/3/2015,1,2,2,0,,,2,0,0
8.76E+17,https://www.airbnb.com/rooms/876092188418144106,Home in Asheville , 1 bedroom , 2 beds , 2.5 baths,4,150,Entire home/apt,4.7,5,4.8,5,5,4.9,4.7,4238006,Teresa,11/25/2012,1,2,3,10,5/31/2023,0.12,1,299,2
9.10E+17,https://www.airbnb.com/rooms/910075730457319527,Tent in Asheville , 1 bedroom , 1 beds , 1 bath,2,83,Entire home/apt,,,,,,,,71885033,Erin,5/13/2016,1,2,3,0,,,3,0,0
9.62E+17,https://www.airbnb.com/rooms/962421606426356360,Home in Woodfin , 1 bedroom , 1 beds , 1 bath,2,57,Private room,,,,,,,,218915557,Aleksandr,10/5/2018,1,2,1,0,,,9,9,0
9.65E+17,https://www.airbnb.com/rooms/965271264541734186,Home in Asheville , 1 bedroom , 1 beds , 0.5 baths,1,85,Private room,,,,,,,,1288045,Sonya,10/13/2011,1,2,1,0,,,6,257,0
9.70E+17,https://www.airbnb.com/rooms/970362065191933500,Home in Asheville , 1 bedroom , 1 beds , 1 shared bath,2,60,Private room,4.85,4.81,4.86,4.96,4.96,4.93,4.85,24612494,Joshua Paul,12/8/2014,1,2,3,72,8/20/2023,1.85,4,144,14
197263,https://www.airbnb.com/rooms/197263,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,45,Private room,4.85,4.96,4.81,4.88,4.98,4.87,4.85,961396,Timo,8/12/2011,2,2,1,129,9/3/2023,3.72,1,148,47
259576,https://www.airbnb.com/rooms/259576,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,83,Entire home/apt,4.85,4.97,5,4.99,4.99,5,4.85,1362726,Julia,11/2/2011,2,2,3,117,8/28/2023,3.55,8,132,44
674894,https://www.airbnb.com/rooms/674894,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,57,Private room,4.85,4.95,4.93,5,5,4.68,4.85,614610,Linda,5/22/2011,2,2,3,41,9/4/2023,1.56,2,41,16
1039028,https://www.airbnb.com/rooms/1039028,Tiny home in Asheville , 1 bedroom , 1 beds , 1.5 baths,2,105,Entire home/apt,4.83,4.87,4.78,4.92,4.93,4.82,4.83,4143638,Tim And Muffi,11/13/2012,2,2,3,60,9/4/2023,1.06,2,332,9
1066156,https://www.airbnb.com/rooms/1066156,Cottage in Asheville , 1 bedroom , 2 beds , 1 bath,4,159,Entire home/apt,4.85,5,5,5,5,4.85,4.85,4834939,Jessica,1/24/2013,2,2,1,27,9/4/2023,1.88,3,349,23
2176375,https://www.airbnb.com/rooms/2176375,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,50,Entire home/apt,4.86,4.97,4.93,4.98,4.98,4.98,4.86,11100294,Jane,1/7/2014,2,2,1,669,9/4/2023,7.64,4,284,97
3590634,https://www.airbnb.com/rooms/3590634,Cabin in Asheville , 1 bedroom , 1 beds , 1 bath,2,124,Entire home/apt,4.86,4.98,4.92,5,5,4.95,4.86,18089084,Patty,7/14/2014,2,2,1,506,9/10/2023,8.47,1,168,143
3990524,https://www.airbnb.com/rooms/3990524,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,56,Private room,4.86,4.93,4.94,4.95,4.97,4.9,4.86,1676385,Pamella,1/30/2012,2,2,1,136,8/27/2023,2.77,1,51,28
4045013,https://www.airbnb.com/rooms/4045013,Cottage in Asheville , 1 bedroom , 1 beds , 1 bath,2,280,Entire home/apt,4.86,4.96,4.96,4.97,4.98,4.8,4.86,20973612,Matthew,9/5/2014,2,2,2,226,9/4/2023,4.75,1,359,53
4173713,https://www.airbnb.com/rooms/4173713,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,190,Entire home/apt,4.86,4.91,4.85,4.96,4.99,4.86,4.86,20973612,Matthew,9/5/2014,2,2,1,190,9/4/2023,4.39,3,97,59
5506704,https://www.airbnb.com/rooms/5506704,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,76,Entire home/apt,4.86,4.96,4.88,4.98,4.98,4.94,4.86,28561358,Amber,3/1/2015,2,2,2,49,9/10/2023,2.09,2,164,19
6609327,https://www.airbnb.com/rooms/6609327,Home in Asheville , 1 bedroom , 1 beds , 1 bath,1,325,Entire home/apt,4.86,4.97,4.97,5,5,4.9,4.86,26946813,Danny,1/30/2015,2,2,2,77,9/8/2023,4.9,3,145,57
7665386,https://www.airbnb.com/rooms/7665386,Rental unit in Asheville , 1 bedroom , 2 beds , 1 bath,2,75,Entire home/apt,4.86,4.71,4.71,4.57,4.71,4.86,4.86,40234911,Sage,8/1/2015,2,2,1,7,9/10/2023,3.09,9,346,7
7693393,https://www.airbnb.com/rooms/7693393,Bungalow in Asheville , 1 bedroom , 1 beds , 1 bath,2,214,Entire home/apt,4.86,5,4.43,4.86,5,4.86,4.86,40309465,Lee,8/2/2015,2,2,2,7,9/5/2023,2.39,1,142,7
7947839,https://www.airbnb.com/rooms/7947839,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,109,Entire home/apt,4.87,4.92,4.97,4.99,4.97,4.92,4.87,41909545,Christal,8/19/2015,2,2,2,300,3/8/2020,2.77,1,0,0
10089256,https://www.airbnb.com/rooms/10089256,Guest suite in Asheville , 1 bedroom , 3 beds , 1 bath,2,135,Entire home/apt,4.87,4.93,4.84,4.97,4.93,4.85,4.87,6278782,Robert,5/7/2013,2,2,1,959,9/2/2023,14.64,5,165,168
10524188,https://www.airbnb.com/rooms/10524188,Condo in Asheville , 1 bedroom , 1 beds , 1 bath,2,271,Entire home/apt,4.87,4.95,4.88,4.98,4.98,4.97,4.87,28629826,Ricardo,3/2/2015,2,2,3,168,8/20/2023,2.72,1,310,24
10632884,https://www.airbnb.com/rooms/10632884,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,78,Entire home/apt,4.87,4.97,4.99,5,5,4.91,4.87,54888484,Billy,1/16/2016,2,2,3,69,9/5/2023,1.27,3,338,4
11938223,https://www.airbnb.com/rooms/11938223,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,126,Entire home/apt,4.87,4.98,4.85,4.97,5,4.75,4.87,18089084,Patty,7/14/2014,2,2,1,118,8/12/2023,2.6,5,93,29
12188215,https://www.airbnb.com/rooms/12188215,Rental unit in Asheville , 1 bedroom , 2 beds , 1 bath,4,220,Entire home/apt,4.87,4.91,4.9,4.94,4.87,4.89,4.87,7938475,Sherrye,8/4/2013,2,2,2,175,9/4/2023,4.59,6,281,64
12871394,https://www.airbnb.com/rooms/12871394,Townhouse in Asheville , 1 bedroom , 2 beds , 1 bath,4,220,Entire home/apt,4.87,4.98,4.97,4.96,4.98,4.82,4.87,7938475,Sherrye,8/4/2013,2,2,3,90,7/24/2023,3.26,1,244,35
12970301,https://www.airbnb.com/rooms/12970301,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,46,Entire home/apt,4.87,4.98,4.94,4.94,4.98,4.94,4.87,961396,Timo,8/12/2011,2,2,2,62,2/26/2023,2.22,1,0,17
13112074,https://www.airbnb.com/rooms/13112074,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,164,Entire home/apt,4.87,5,4.97,4.98,4.99,5,4.87,72903706,Katherine,5/19/2016,2,2,1,114,8/27/2023,4.51,4,241,54
13582513,https://www.airbnb.com/rooms/13582513,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,82,Entire home/apt,4.87,4.93,4.93,4.97,4.87,4.8,4.87,40234911,Sage,8/1/2015,2,2,2,30,8/27/2023,1.99,1,40,18
14125023,https://www.airbnb.com/rooms/14125023,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,80,Entire home/apt,4.87,4.92,4.9,4.97,4.93,4.84,4.91,10746689,Irina,12/21/2013,2,2,30,315,12/28/2022,2.41,1,222,1
14805266,https://www.airbnb.com/rooms/14805266,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,208,Entire home/apt,4.88,4.95,4.98,4.95,4.92,4.83,4.88,64825951,Katie,3/28/2016,2,2,2,118,8/22/2021,1.31,3,0,0
15231248,https://www.airbnb.com/rooms/15231248,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,4,120,Entire home/apt,4.88,4.98,4.95,4.98,4.98,4.92,4.88,15740461,Dellene,5/19/2014,2,2,2,244,7/30/2023,3.5,1,334,15
15351409,https://www.airbnb.com/rooms/15351409,Tiny home in Candler , 1 bedroom ,12 beds , 1 bath,5,116,Entire home/apt,4.88,4.97,4.93,4.97,4.93,4.93,4.88,93289165,Carolyn,9/3/2016,2,2,1,268,8/13/2023,4.04,2,152,19
15867765,https://www.airbnb.com/rooms/15867765,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,138,Private room,4.88,4.89,4.84,4.96,5,4.92,4.88,102070094,David And Shawn,11/1/2016,2,2,5,83,9/6/2023,1.85,2,342,40
16029611,https://www.airbnb.com/rooms/16029611,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,3,90,Entire home/apt,4.88,4.88,4.91,4.94,4.9,4.91,4.88,20108786,Natalie,8/16/2014,2,2,2,191,8/27/2023,5.03,6,276,65
16856815,https://www.airbnb.com/rooms/16856815,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,4,129,Entire home/apt,4.88,4.75,4.88,4.88,5,4.88,4.88,1405583,Viviana,11/14/2011,2,2,30,8,3/17/2023,0.45,2,226,3
17634705,https://www.airbnb.com/rooms/17634705,Bungalow in Asheville , 1 bedroom , 1 beds , 1 bath,2,102,Entire home/apt,4.88,4.94,5,4.94,4.94,4.82,4.88,74769459,Ellen,5/30/2016,2,2,1,17,7/10/2023,1.13,3,1,10
17649947,https://www.airbnb.com/rooms/17649947,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,72,Entire home/apt,4.88,4.95,5,4.98,5,4.85,4.88,71857225,Robert,5/13/2016,2,2,1,147,9/8/2023,10.21,7,264,122
18721359,https://www.airbnb.com/rooms/18721359,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,50,Entire home/apt,4.89,4.95,4.95,5,4.95,5,4.89,32221473,Randy,4/29/2015,2,2,30,20,7/1/2023,0.23,2,298,1
19439841,https://www.airbnb.com/rooms/19439841,Rental unit in Asheville , 1 bedroom , 1 beds , 1 shared bath,1,250,Shared room,4.85,4.94,4.91,4.98,4.97,4.88,4.85,28350854,Bill,2/25/2015,2,2,1,320,8/20/2023,3.11,2,334,24
19620931,https://www.airbnb.com/rooms/19620931,Rental unit in Asheville , 1 bedroom , 1 beds , 1 bath,2,159,Entire home/apt,4.89,4.97,5,4.98,4.99,4.91,4.89,98078269,Bill,10/4/2016,2,2,2,294,9/4/2023,4.73,1,347,36
20208429,https://www.airbnb.com/rooms/20208429,Home in Asheville , 1 bedroom , 1 beds , 1 bath,4,115,Entire home/apt,4.89,4.92,5,4.97,4.99,4.95,4.89,143938360,Allison,8/2/2017,2,2,2,87,6/13/2023,1.85,1,304,19
20355406,https://www.airbnb.com/rooms/20355406,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,3,123,Entire home/apt,4.89,5,4.67,4.78,4.89,5,4.89,145187706,Richard,8/9/2017,2,2,2,9,12/29/2020,0.2,1,0,0
20504787,https://www.airbnb.com/rooms/20504787,Guesthouse in Asheville , 1 bedroom , 1 beds , 1 bath,2,76,Entire home/apt,4.89,4.93,4.95,4.98,4.97,4.85,4.89,146388068,Cherylin,8/16/2017,2,2,3,105,9/4/2023,2.95,1,122,43
20583406,https://www.airbnb.com/rooms/20583406,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,103,Entire home/apt,4.89,5,5,4.99,5,4.89,4.89,3651402,Emily,9/23/2012,2,2,1,122,9/10/2023,3.77,1,80,43
20624404,https://www.airbnb.com/rooms/20624404,Home in Candler , 1 bedroom , 1 beds , 1 shared bath,2,53,Private room,4.85,4.92,4.88,4.93,4.93,4.98,4.85,4636687,Sandra,1/8/2013,2,2,1,367,8/21/2023,3.66,9,331,27
20747532,https://www.airbnb.com/rooms/20747532,Rental unit in Candler , 1 bedroom , 4 beds , 1 bath,4,90,Entire home/apt,4.89,4.84,5,5,4.95,4.79,4.89,148593846,Lisa,8/31/2017,2,2,5,19,9/1/2023,0.73,1,97,16
20804217,https://www.airbnb.com/rooms/20804217,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,112,Entire home/apt,4.89,4.95,4.97,4.97,4.97,4.72,4.89,3651402,Emily,9/23/2012,2,2,2,64,9/10/2023,2.37,11,328,25
20994069,https://www.airbnb.com/rooms/20994069,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,85,Private room,4.89,4.86,4.68,4.79,4.79,4.75,4.89,839950,Shawn And Dave,7/19/2011,2,2,2,28,8/12/2023,1.97,1,240,23
21203344,https://www.airbnb.com/rooms/21203344,Guest suite in Fletcher , 1 bedroom , 1 beds , 1 bath,2,62,Entire home/apt,4.89,5,5,5,5,5,4.89,10294907,Sherri,11/27/2013,2,2,1,18,5/7/2023,1.05,39,333,14
21947972,https://www.airbnb.com/rooms/21947972,Guest suite in Arden , 1 bedroom , 3 beds , 1 bath,4,82,Entire home/apt,4.9,4.95,4.94,4.98,4.98,4.87,4.9,141218676,Corey,7/18/2017,2,2,2,287,8/1/2023,3.23,2,312,39
22351697,https://www.airbnb.com/rooms/22351697,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,50,Entire home/apt,4.9,4.95,4.9,4.98,4.96,4.89,4.9,163438093,Mike,12/20/2017,2,2,1,169,9/6/2023,2.16,1,353,29
22517744,https://www.airbnb.com/rooms/22517744,Cottage in Asheville , 1 bedroom , 2 beds , 1 bath,4,106,Entire home/apt,4.9,4.99,4.99,5,5,4.95,4.9,59054700,Jodi & Dan,2/16/2016,2,2,2,138,9/10/2023,1.89,1,135,14
22594761,https://www.airbnb.com/rooms/22594761,Guest suite in Asheville , 1 bedroom , 2 beds , 1 bath,4,66,Entire home/apt,4.9,4.98,4.95,4.99,5,4.86,4.9,37289690,Andrew,7/2/2015,2,2,2,200,9/3/2023,2.95,2,302,34
23430202,https://www.airbnb.com/rooms/23430202,Townhouse in Arden , 1 bedroom , 1 beds , 1 bath,2,60,Private room,4.9,5,4.9,5,5,4.9,4.9,174650915,Mark,2/21/2018,2,2,3,10,8/25/2023,0.48,3,52,6
23451262,https://www.airbnb.com/rooms/23451262,Guesthouse in Asheville , 1 bedroom , 2 beds , 1 bath,3,74,Entire home/apt,4.9,4.9,4.93,4.97,4.96,4.95,4.9,7075213,Tara,6/23/2013,2,2,2,262,9/1/2023,5.06,2,300,59
24080389,https://www.airbnb.com/rooms/24080389,Guest suite in Asheville , 1 bedroom , 1 beds , 1 bath,2,105,Entire home/apt,4.9,4.95,4.91,4.99,4.99,4.98,4.9,76641431,Stephanie,6/8/2016,2,2,2,201,9/10/2023,7.93,2,344,97
24540122,https://www.airbnb.com/rooms/24540122,Guest suite in Asheville , 1 bedroom , 2 beds , 2 baths,3,96,Entire home/apt,4.73,4.86,4.87,4.91,4.89,4.87,4.73,24703960,Laura,12/10/2014,2,2,1,173,8/15/2023,3.36,15,340,27
24873765,https://www.airbnb.com/rooms/24873765,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,89,Private room,4.9,4.95,4.9,4.95,4.95,4.76,4.9,188042457,Chad,5/5/2018,2,2,1,42,9/10/2023,4.21,2,68,42
24885757,https://www.airbnb.com/rooms/24885757,Home in Asheville , 1 bedroom , 1 beds , 1 bath,2,65,Private room,4.9,4.93,4.86,5,4.97,4.9,4.9,10965363,Laurie & Kevin,1/2/2014,2,2,2,29,9/2/2023,3.07,10,316,29
